Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty
"milk-shake,-sos-roots,-root-touch-up-spray,--mahogany,-75-ml","Milk Shake, Sos Roots, Root Touch-Up Spray,  Mahogany, 75 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Root Touch-Up Spray",TRUE,Title,Default Title,8032274121749,5.82,7
"milk-shake,-smoothies,-semi-permanent-hair-dye,--icy-blue,-100-ml","Milk Shake, Smoothies, Semi-Permanent Hair Dye,  Icy Blue, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274077954,3.60,29
"milk-shake,-sos-roots,-root-touch-up-spray,--blonde,-75-ml","Milk Shake, Sos Roots, Root Touch-Up Spray,  Blonde, 75 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Root Touch-Up Spray",TRUE,Title,Default Title,8032274121718,6.02,6
"milk-shake,-incredible,-hair-oil-treatment,-protects,-50-ml","Milk Shake, Incredible, Hair Oil Treatment, Protects, 50 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Oil Treatment",TRUE,Title,Default Title,8032274190370,17.10,36
"milk-shake,-lifestyling-fixing,-uv-filter,-hair-styling-paste,-for-styling,-strong-hold,-for-hair,-100-ml","Milk Shake, Lifestyling Fixing, UV Filter, Hair Styling Paste, For Styling, Strong Hold, For Hair, 100 ml",,Milk Shake,Hair,"For Women, Hair Styling, Hair Styling Paste",TRUE,Title,Default Title,8032274106258,9.74,2
"milk-shake,-curl-passion,-paraben-free,-hair-conditioner,-for-wave-definition,-1000-ml","Milk Shake, Curl Passion, Paraben-Free, Hair Conditioner, For Wave Definition, 1000 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8032274105558,25.83,40
"milk-shake,-sun-&-more,-hair-treatment-cream-mask,-for-nourishing,-200-ml","Milk Shake, Sun & More, Hair Treatment Cream Mask, For Nourishing, 200 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,0043|8032274185918,7.89,4
"milk-shake,-sun-&-more,-hair-milk-treatment,-for-nourishing,-140-ml","Milk Shake, Sun & More, Hair Milk Treatment, For Nourishing, 140 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Milk Treatment",TRUE,Title,Default Title,8032274185925,12.35,24
"milk-shake,-k-respect,-hair-shampoo,-for-hydration,-750-ml","Milk Shake, K-Respect, Hair Shampoo, For Hydration, 750 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274105435,16.04,14
"milk-shake,-pink-lemonade,-milk-proteins,-hair-colour-shampoo,-for-blonde-hair,--pink,-1000-ml","Milk Shake, Pink Lemonade, Milk Proteins, Hair Colour Shampoo, For Blonde Hair,  Pink, 1000 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colour Shampoo",TRUE,Title,Default Title,8032274175865,21.65,11
"milk-shake,-pink-lemonade,-milk-proteins,-hair-colour-conditioner,--pink,-colouring,-1000-ml","Milk Shake, Pink Lemonade, Milk Proteins, Hair Colour Conditioner,  Pink, Colouring, 1000 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colour Conditioner",TRUE,Title,Default Title,8032274175896,28.55,12
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-5.355gm-,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 5.355GM , 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274059189,7.79,36
"milk-shake,-smoothies,-hair-colour-chart","Milk Shake, Smoothies, Hair Colour Chart",,Milk Shake,Hair,"For Women, Salon Supplies, Hair Colour Chart",TRUE,Title,Default Title,99000000003385,25.18,2
"milk-shake,-9-minutes,-hair-colour-chart","Milk Shake, 9 Minutes, Hair Colour Chart",,Milk Shake,Hair,"For Women, Salon Supplies, Hair Colour Chart",TRUE,Title,Default Title,99000000003368,25.18,2
"milk-shake,-silver-shine,-hair-conditioner,-for-neutralisation-of-yellow-tones,-10-ml","Milk Shake, Silver Shine, Hair Conditioner, For Neutralisation Of Yellow Tones, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8032274076537,0.65,41
"milk-shake,-light-[10]-blue,-tonalizing,-hair-oxidant-powder,-2000-g","Milk Shake, Light [10] Blue, Tonalizing, Hair Oxidant Powder, 2000 g",,Milk Shake,Hair,"None, Hair Colouring, Hair Oxidant Powder",TRUE,Title,Default Title,8032274044185,27.92,1
"milk-shake,-colour-care,-milk-proteins,-hair-treatment-cream-mask,-for-colour-protection,-500-ml","Milk Shake, Colour Care, Milk Proteins, Hair Treatment Cream Mask, For Colour Protection, 500 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,8032274147848,19.00,20
"milk-shake,-color-specifics-powerful-protector,-scalp-lotion-treatment,-protects-skin-from-irritation-and-redness,-200-ml","Milk Shake, Color Specifics Powerful Protector, Scalp Lotion Treatment, Protects Skin From Irritation And Redness, 200 ml",,Milk Shake,Hair,"For Women, Hair Care, Scalp Lotion Treatment",TRUE,Title,Default Title,8032274047087,16.94,11
"milk-shake,-k-respect,-keratin,-hair-shampoo,-for-smoothening,-250-ml","Milk Shake, K-Respect, Keratin, Hair Shampoo, For Smoothening, 250 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274083351,7.92,6
"milk-shake,-integrity,-paraben-free,-hair-conditioner,-condition-&-nourish,-1000-ml","Milk Shake, Integrity, Paraben-Free, Hair Conditioner, Condition & Nourish, 1000 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8032274106197,21.30,6
"milk-shake,-sensorial-mint,-paraben-free,-hair-conditioner,-invigorating,-1000-ml","Milk Shake, Sensorial Mint, Paraben-Free, Hair Conditioner, Invigorating, 1000 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8032274057734,17.99,1
"milk-shake,-argan,-organic-argan-oil,-hair-cream-treatment,-for-nourishing,-10-ml","Milk Shake, Argan, Organic Argan Oil, Hair Cream Treatment, For Nourishing, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Cream Treatment",TRUE,Title,Default Title,8032274052067,1.13,7
"milk-shake,-colour-care,-paraben-free,-hair-conditioner,-for-colour-protection,-300-ml","Milk Shake, Colour Care, Paraben-Free, Hair Conditioner, For Colour Protection, 300 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8032274051152,8.31,1
"milk-shake,-integrity,-paraben-free,-hair-conditioner,-condition-&-nourish,-10-ml","Milk Shake, Integrity, Paraben-Free, Hair Conditioner, Condition & Nourish, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8032274054139,0.80,15
"milk-shake,-volume-solution,-paraben-free,-hair-conditioner,-for-volume,-10-ml","Milk Shake, Volume Solution, Paraben-Free, Hair Conditioner, For Volume, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8032274049685,0.71,8
"milk-shake,-volume-solution,-paraben-free,-hair-conditioner,-for-volume,-10-ml","Milk Shake, Volume Solution, Paraben-Free, Hair Conditioner, For Volume, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8032274078050,0.71,74
"milk-shake,-curl-passion,-paraben-free,-hair-styling-lotion,-10-ml","Milk Shake, Curl Passion, Paraben-Free, Hair Styling Lotion, 10 ml",,Milk Shake,Hair,"For Women, Hair Styling, Hair Styling Lotion",TRUE,Title,Default Title,8032274047469,0.88,41
"milk-shake,-curl-passion,-active-milk,-hair-treatment-cream-mask,-for-hydration,-10-ml","Milk Shake, Curl Passion, Active Milk, Hair Treatment Cream Mask, For Hydration, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,8032274047445,0.88,29
"milk-shake,-k-respect,-keratin,-hair-shampoo,-for-smoothening,-50-ml","Milk Shake, K-Respect, Keratin, Hair Shampoo, For Smoothening, 50 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274086383,5.53,24
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-.1.a-intense-metallic-blue,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, .1.A Intense Metallic Blue, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274076810,4.63,4
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-.11.aa-intense-metallic-grey,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, .11.AA Intense Metallic Grey, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274076827,4.63,6
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-.7.v-metallic-violet,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, .7.V Metallic Violet, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274076858,5.59,13
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-11n-black,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 11N Black, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058519,5.76,27
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-1010n-platinum-lightest-blond,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 1010N Platinum Lightest Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058595,5.27,11
"milk-shake,-energizing-blend,-paraben-free,-leave-in-scalp-treatment-lotion,-restores,-30-ml","Milk Shake, Energizing Blend, Paraben-Free, Leave-In Scalp Treatment Lotion, Restores, 30 ml",,Milk Shake,Hair,"For Women, Hair Care, Leave-In Scalp Treatment Lotion",TRUE,Title,Default Title,8032274060376,10.18,178
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-12.0312ng-natural-gold,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 12.0312NG Natural Gold, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274059301,4.63,59
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,--neutral,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye,  Neutral, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274076865,4.70,17
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,--violet,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye,  Violet, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274059349,5.59,8
"milk-shake,-color-specifics,-aloe-vera-extract,-hair-colour-remover-lotion,-250-ml","Milk Shake, Color Specifics, Aloe Vera Extract, Hair Colour Remover Lotion, 250 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colour Remover Lotion",TRUE,Title,Default Title,8032274047100,8.87,6
"milk-shake,-lifestyling-liquid-styler,-uv-filter,-hair-styling-lotion,-250-ml","Milk Shake, Lifestyling Liquid Styler, UV Filter, Hair Styling Lotion, 250 ml",,Milk Shake,Hair,"For Women, Hair Styling, Hair Styling Lotion",TRUE,Title,Default Title,8032274010869,9.26,8
"milk-shake,-sweet-camomile,-paraben-free,-hair-conditioner,-for-revitalizing,-1000-ml","Milk Shake, Sweet Camomile, Paraben-Free, Hair Conditioner, For Revitalizing, 1000 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8032274060307,19.14,2
"milk-shake,-creative,-hair-oxidant-lotion,-12%,-40-vol,-1000-ml","Milk Shake, Creative, Hair Oxidant Lotion, 12%, 40 vol, 1000 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Oxidant Lotion",TRUE,Title,Default Title,8032274100034,10.21,5
"milk-shake,-lifestyling-liquid-styler,-uv-filter,-hair-styling-lotion,-10-ml","Milk Shake, Lifestyling Liquid Styler, UV Filter, Hair Styling Lotion, 10 ml",,Milk Shake,Hair,"For Women, Hair Styling, Hair Styling Lotion",TRUE,Title,Default Title,8032274010852,0.82,12
"milk-shake,-curl-passion,-paraben-free,-hair-shampoo,-softness-&-manageability,-10-ml","Milk Shake, Curl Passion, Paraben-Free, Hair Shampoo, Softness & Manageability, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274047421,0.66,27
"milk-shake,-curl-passion,-paraben-free,-hair-shampoo,-softness-&-manageability,-10-ml","Milk Shake, Curl Passion, Paraben-Free, Hair Shampoo, Softness & Manageability, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274105534,0.66,12
"milk-shake,-normalizing-blend,-sls/sles-free,-hair-shampoo,-for-cleansing,-300-ml","Milk Shake, Normalizing Blend, SLS/SLES-Free, Hair Shampoo, For Cleansing, 300 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274062981,8.28,58
"milk-shake,-natural-care,-hair-cream-treatment,-for-moisturizing,-10-ml","Milk Shake, Natural Care, Hair Cream Treatment, For Moisturizing, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Cream Treatment",TRUE,Title,Default Title,8032274012900,0.78,34
"milk-shake,-natural-care-active-milk,-hair-treatment-cream-mask,-for-colour-protection,-10-ml","Milk Shake, Natural Care Active Milk, Hair Treatment Cream Mask, For Colour Protection, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,8032274012870,1.61,28
"milk-shake,-daily-frequent,-paraben-free,-hair-conditioner,-hydrate-&-protect,-10-ml","Milk Shake, Daily Frequent, Paraben-Free, Hair Conditioner, Hydrate & Protect, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8032274056225,0.70,10
"milk-shake,-daily-frequent,-paraben-free,-hair-shampoo,-hydrate-&-protect,-10-ml","Milk Shake, Daily Frequent, Paraben-Free, Hair Shampoo, Hydrate & Protect, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274056195,0.77,3
"milk-shake,-sensorial-mint,-paraben-free,-hair-conditioner,-invigorating,-10-ml","Milk Shake, Sensorial Mint, Paraben-Free, Hair Conditioner, Invigorating, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8032274057352,0.77,19
"milk-shake,-measuring-plastic-cup","Milk Shake, Measuring Plastic Cup",,Milk Shake,Hair,"Unisex, Salon Supplies, Measuring Plastic Cup",TRUE,Title,Default Title,99000000006092,2.09,15
"milk-shake,-lifestyling-design,-uv-filter,-hair-styling-wax,-defining,-flexible-hold,-100-ml","Milk Shake, Lifestyling Design, UV Filter, Hair Styling Wax, Defining, Flexible Hold, 100 ml",,Milk Shake,Hair,"For Women, Hair Styling, Hair Styling Wax",TRUE,Title,Default Title,8032274011750,8.68,95
"milk-shake,-decologic-total-roots,-silk-proteins,-hair-lightening-cream,-50-g","Milk Shake, Decologic Total Roots, Silk Proteins, Hair Lightening Cream, 50 g",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Lightening Cream",TRUE,Title,Default Title,8032274012498,9.13,8
"milk-shake,-decologic-tone-controller,-silk-proteins,-hair-colouring-cream-toner,--white,-for-lightened-hair,-60-ml","Milk Shake, Decologic Tone Controller, Silk Proteins, Hair Colouring Cream Toner,  White, For Lightened Hair, 60 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colouring Cream Toner",TRUE,Title,Default Title,8032274012122,8.22,7
"milk-shake,-decologic-tone-controller,-silk-proteins,-hair-colouring-cream-toner,--light-ash-blond,-for-lightened-hair,-60-ml","Milk Shake, Decologic Tone Controller, Silk Proteins, Hair Colouring Cream Toner,  Light Ash Blond, For Lightened Hair, 60 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colouring Cream Toner",TRUE,Title,Default Title,8032274012139,9.14,21
"milk-shake,-decologic-tone-controller,-silk-proteins,-hair-colouring-cream-toner,--natural-blond,-for-lightened-hair,-60-ml","Milk Shake, Decologic Tone Controller, Silk Proteins, Hair Colouring Cream Toner,  Natural Blond, For Lightened Hair, 60 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colouring Cream Toner",TRUE,Title,Default Title,8032274012146,6.32,46
"milk-shake,-decologic-tone-controller,-silk-proteins,-hair-colouring-cream-toner,--platinum,-for-lightened-hair,-60-ml","Milk Shake, Decologic Tone Controller, Silk Proteins, Hair Colouring Cream Toner,  Platinum, For Lightened Hair, 60 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colouring Cream Toner",TRUE,Title,Default Title,8032274012153,6.31,33
"milk-shake,-decologic-tone-controller,-silk-proteins,-hair-colouring-cream-toner,--peach-rose,-for-lightened-hair,-60-ml","Milk Shake, Decologic Tone Controller, Silk Proteins, Hair Colouring Cream Toner,  Peach Rose, For Lightened Hair, 60 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colouring Cream Toner",TRUE,Title,Default Title,8032274012283,7.97,17
"milk-shake,-decologic-tone-controller,-silk-proteins,-hair-colouring-cream-toner,--milk-mint,-for-lightened-hair,-60-ml","Milk Shake, Decologic Tone Controller, Silk Proteins, Hair Colouring Cream Toner,  Milk Mint, For Lightened Hair, 60 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colouring Cream Toner",TRUE,Title,Default Title,8032274012290,6.69,14
"milk-shake,-decologic-tone-controller,-silk-proteins,-hair-colouring-cream-toner,--smooky-gray,-for-lightened-hair,-60-ml","Milk Shake, Decologic Tone Controller, Silk Proteins, Hair Colouring Cream Toner,  Smooky Gray, For Lightened Hair, 60 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colouring Cream Toner",TRUE,Title,Default Title,8032274012306,9.44,42
"milk-shake,-decologic-tone-controller,-silk-proteins,-hair-colouring-cream-toner,--amethist-gray,-for-lightened-hair,-60-ml","Milk Shake, Decologic Tone Controller, Silk Proteins, Hair Colouring Cream Toner,  Amethist Gray, For Lightened Hair, 60 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colouring Cream Toner",TRUE,Title,Default Title,8032274012313,9.44,38
"milk-shake,-special-deep-cleansing,-milk-proteins,-hair-shampoo,-for-cleansing,-10-ml","Milk Shake, Special Deep Cleansing, Milk Proteins, Hair Shampoo, For Cleansing, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274055464,0.77,31
"milk-shake,-lifestyling-let-it-shine,-milk-proteins,-hair-spray,-for-shine-&-softness,-200-ml","Milk Shake, Lifestyling Let It Shine, Milk Proteins, Hair Spray, For Shine & Softness, 200 ml",,Milk Shake,Hair,"For Women, Hair Styling, Hair Spray",TRUE,Title,Default Title,8032274077992,10.60,12
"milk-shake,-natural-care-mask-base,-paraben-free,-hair-treatment-cream-mask,-1000-ml","Milk Shake, Natural Care Mask Base, Paraben-Free, Hair Treatment Cream Mask, 1000 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,8032274051503,15.14,44
"milk-shake,-sensorial-mint,-paraben-free,-hair-spray-treatment,-invigorating,-250-ml","Milk Shake, Sensorial Mint, Paraben-Free, Hair Spray Treatment, Invigorating, 250 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Spray Treatment",TRUE,Title,Default Title,8032274057291,7.95,17
"milk-shake,-color-specifics,-hair-spray,-for-colour-protection,-200-ml","Milk Shake, Color Specifics, Hair Spray, For Colour Protection, 200 ml",,Milk Shake,Hair,"For Women, Hair Styling, Hair Spray",TRUE,Title,Default Title,8032274047117,10.00,3
"milk-shake,-colour-care,-paraben-free,-hair-conditioner,-for-colour-protection,-10-ml","Milk Shake, Colour Care, Paraben-Free, Hair Conditioner, For Colour Protection, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8032274051145,0.77,22
"milk-shake,-colour-care,-milk-proteins,-hair-shampoo,-for-colour-protection,-10-ml","Milk Shake, Colour Care, Milk Proteins, Hair Shampoo, For Colour Protection, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274051107,0.70,21
"set,-milk-shake,-natural-care,-cocoa,-hair-treatment-powder-mask,-for-dry/normal-&-coarse-hair,-12-pcs,-10-g","Set, Milk Shake, Natural Care, Cocoa, Hair Treatment Powder Mask, For Dry/Normal & Coarse Hair, 12 pcs, 10 g",,Milk Shake,Hair,"For Women, Hair Care, Hair Treatment Powder Mask",TRUE,Title,Default Title,8032274056843,14.10,1
"milk-shake,-color-specifics-color-split,-aloe-vera-extract,-hair-colouring-additive,-barrier-effect,-100-ml","Milk Shake, Color Specifics Color Split, Aloe Vera Extract, Hair Colouring Additive, Barrier Effect, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colouring Additive",TRUE,Title,Default Title,8032274012436,9.05,33
"milk-shake,-sensorial-mint,-sls/sles-free,-hair-shampoo,-invigorating,-10-ml","Milk Shake, Sensorial Mint, SLS/SLES-Free, Hair Shampoo, Invigorating, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274057345,0.45,13
"milk-shake,-direct-colour,-ammonia-free,-hair-colour-conditioner,--clear,-200-ml","Milk Shake, Direct Colour, Ammonia-Free, Hair Colour Conditioner,  Clear, 200 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colour Conditioner",TRUE,Title,Default Title,8032274053392,8.92,3
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-10.7610vr-red-violet-platinum-blond,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 10.7610VR Red Violet Platinum Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274012399,4.91,44
"milk-shake,-purifying-blend,-hair-shampoo,-for-purifying,-10-ml","Milk Shake, Purifying Blend, Hair Shampoo, For Purifying, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274063469,1.50,14
"milk-shake,-direct-colour,-ammonia-free,-hair-colour-conditioner,--golden-blond,-200-ml","Milk Shake, Direct Colour, Ammonia-Free, Hair Colour Conditioner,  Golden Blond, 200 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colour Conditioner",TRUE,Title,Default Title,8032274053439,10.97,34
"milk-shake,-direct-colour,-ammonia-free,-hair-colour-conditioner,--copper,-200-ml","Milk Shake, Direct Colour, Ammonia-Free, Hair Colour Conditioner,  Copper, 200 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colour Conditioner",TRUE,Title,Default Title,8032274053453,11.60,21
"milk-shake,-direct-colour,-ammonia-free,-hair-colour-conditioner,--deep-red,-200-ml","Milk Shake, Direct Colour, Ammonia-Free, Hair Colour Conditioner,  Deep Red, 200 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colour Conditioner",TRUE,Title,Default Title,8032274053477,12.27,10
"milk-shake,-direct-colour,-ammonia-free,-hair-colour-conditioner,--yellow,-200-ml","Milk Shake, Direct Colour, Ammonia-Free, Hair Colour Conditioner,  Yellow, 200 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colour Conditioner",TRUE,Title,Default Title,8032274055617,10.44,2
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-5.55m-mahogany-light-brown,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 5.55M Mahogany Light Brown, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058939,5.18,5
"milk-shake,-argan,-sulfates-free,-hair-shampoo,-for-moisturizing,-10-ml","Milk Shake, Argan, Sulfates-Free, Hair Shampoo, For Moisturizing, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274051992,0.59,24
"milk-shake,-silver-shine-light,-sulfates-free,-hair-shampoo,-for-neutralisation-of-yellow-tones,-1000-ml","Milk Shake, Silver Shine Light, Sulfates-Free, Hair Shampoo, For Neutralisation Of Yellow Tones, 1000 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274011200,23.38,84
"milk-shake,-energizing-blend,-paraben-free,-hair-conditioner,-thickening,-10-ml","Milk Shake, Energizing Blend, Paraben-Free, Hair Conditioner, Thickening, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8032274060703,0.76,49
"milk-shake,-energizing-blend,-sulfates-free,-hair-shampoo,-thickening,-10-ml","Milk Shake, Energizing Blend, Sulfates-Free, Hair Shampoo, Thickening, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274060697,0.65,62
"milk-shake,-normalizing-blend,-sls/sles-free,-hair-shampoo,-for-cleansing,-10-ml","Milk Shake, Normalizing Blend, SLS/SLES-Free, Hair Shampoo, For Cleansing, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8032274063452,8.88,66
"milk-shake,-colour-care,-milk-proteins,-hair-balm,-for-colour-protection,-10-ml","Milk Shake, Colour Care, Milk Proteins, Hair Balm, For Colour Protection, 10 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Balm",TRUE,Title,Default Title,8032274060710,0.44,6
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-10.010nn-platinum-lightest-blond,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 10.010NN Platinum Lightest Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058687,8.03,20
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-7.137b-very-light-blonde-beige,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, 7.137B Very Light Blonde Beige, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274057963,5.70,9
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,--orange,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye,  Orange, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274059356,5.70,1
"milk-shake,-direct-colour,-ammonia-free,-hair-colour-conditioner,--fuchsia,-200-ml","Milk Shake, Direct Colour, Ammonia-Free, Hair Colour Conditioner,  Fuchsia, 200 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colour Conditioner",TRUE,Title,Default Title,8032274053507,10.45,10
