Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty
"keune,-tinta-color,-permanent-hair-dye,-5.34-light-golden-copper-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 5.34 Light Golden Copper Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718734854081,5.87,21
"keune,-tinta-color,-permanent-hair-dye,-5.81-light-barista-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 5.81 Light Barista Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718734856818,7.59,11
"keune,-tinta-color,-permanent-hair-dye,-6.37-dark-expresso-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.37 Dark Expresso Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185389975,7.59,9
"keune,-tinta-color,-permanent-hair-dye,-4.45-medium-copper-mahogany-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 4.45 Medium Copper Mahogany Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381313,7.60,20
"keune,-tinta-color-ultimate-cover,-permanent-hair-dye,-9.31-very-light-golden-ash-blonde,-60-ml","Keune, Tinta Color Ultimate Cover, Permanent Hair Dye, 9.31 Very Light Golden Ash Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718734852599,7.85,2
"keune,-tinta-color-ultimate-cover,-permanent-hair-dye,-7.31-medium-golden-ash-blonde,-60-ml","Keune, Tinta Color Ultimate Cover, Permanent Hair Dye, 7.31 Medium Golden Ash Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718734852551,7.85,19
"keune,-tinta-color,-permanent-hair-dye,-4.7-medium-violet-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 4.7 Medium Violet Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381351,5.88,18
"keune,-tinta-color,-permanent-hair-dye,-4.6-medium-red-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 4.6 Medium Red Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381344,5.90,24
"keune,-tinta-color,-permanent-hair-dye,-4.56-medium-mahogany-red-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 4.56 Medium Mahogany Red Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381337,7.60,21
"keune,-tinta-color,-permanent-hair-dye,-4.53-medium-chestnut-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 4.53 Medium Chestnut Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381320,6.11,20
"keune,-tinta-color-red-infinity,-permanent-hair-dye,-4.76ri-medium-infinity-violet-red-brown,-60-ml","Keune, Tinta Color Red Infinity, Permanent Hair Dye, 4.76Ri Medium Infinity Violet Red Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185384291,8.32,18
"keune,-tinta-color-limited-edition,-permanent-hair-dye,-7.18-medium-metallic-blonde,-60-ml","Keune, Tinta Color Limited Edition, Permanent Hair Dye, 7.18 Medium Metallic Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8719281036951,6.35,5
"keune,-tinta-color,-permanent-hair-dye,-6.43-dark-copper-golden-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.43 Dark Copper Golden Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8719281036982,5.69,19
"set-keune:-bond-fusion-phase-1,-hair-treatment-lotion-mask,-bond-repair,-500-ml-+-bond-fusion-phase-2,-hair-treatment-lotion-mask,-bond-enhancer,-500-ml-+-measuring-plastic-cup","Set Keune: Bond Fusion Phase 1, Hair Treatment Lotion Mask, Bond Repair, 500 ml + Bond Fusion Phase 2, Hair Treatment Lotion Mask, Bond Enhancer, 500 ml + Measuring Plastic Cup",,Keune,Hair,"Unisex, Hair Care Sets, Hair Care Set",TRUE,Title,Default Title,8719281022275,133.49,12
"keune,-care-curl-confident-,-hair-conditioner,-anti-frizz,-250-ml","Keune, Care Curl Confident , Hair Conditioner, Anti-Frizz, 250 ml",,Keune,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8719281109792,14.10,2
"keune,-1922-by-j.m.-keune,-hair-conditioner,-refreshing,-250-ml","Keune, 1922 By J.M. Keune, Hair Conditioner, Refreshing, 250 ml",,Keune,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8719281984894,13.75,11
"color-&-soin,-retouche-color,-root-touch-up-spray,--dark-blonde,-75-ml","Color & Soin, Retouche Color, Root Touch-Up Spray,  Dark Blonde, 75 ml",,Color & Soin,Hair,"For Women, Hair Colouring, Root Touch-Up Spray",TRUE,Title,Default Title,0043|3525722025737,7.66,2
"color-&-soin,-retouche-color,-root-touch-up-spray,--dark-brown,-75-ml","Color & Soin, Retouche Color, Root Touch-Up Spray,  Dark Brown, 75 ml",,Color & Soin,Hair,"For Women, Hair Colouring, Root Touch-Up Spray",TRUE,Title,Default Title,0043|3525722025706,7.66,2
"color-&-soin,-retouche-color,-root-touch-up-spray,--light-brown,-75-ml","Color & Soin, Retouche Color, Root Touch-Up Spray,  Light Brown, 75 ml",,Color & Soin,Hair,"For Women, Hair Colouring, Root Touch-Up Spray",TRUE,Title,Default Title,0043|3525722025713,7.66,1
"color-&-soin,-retouche-color,-root-touch-up-spray,--black,-75-ml","Color & Soin, Retouche Color, Root Touch-Up Spray,  Black, 75 ml",,Color & Soin,Hair,"For Women, Hair Colouring, Root Touch-Up Spray",TRUE,Title,Default Title,0043|3525722025690,7.66,3
"rene-furterer,-forticea,-hair-shampoo,-energizing,-200-ml","Rene Furterer, Forticea, Hair Shampoo, Energizing, 200 ml",,Rene Furterer,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3282770389753,9.44,1
"john-frieda,-frizz-ease,-hair-shampoo,-anti-frizz,-250-ml","John Frieda, Frizz Ease, Hair Shampoo, Anti-Frizz, 250 ml",,John Frieda,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,5017634124861,2.73,74
"john-frieda,-frizz-ease,-hair-conditioner,-anti-frizz,-250-ml","John Frieda, Frizz Ease, Hair Conditioner, Anti-Frizz, 250 ml",,John Frieda,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5037156258370,5.15,108
"john-frieda,-hydrate-&-recharge,-hair-conditioner,-for-hydration,-250-ml","John Frieda, Hydrate & Recharge, Hair Conditioner, For Hydration, 250 ml",,John Frieda,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5037156263640,5.15,30
"john-frieda,-frizz-ease,-hair-conditioner,-curl-defining,-250-ml","John Frieda, Frizz Ease, Hair Conditioner, Curl Defining, 250 ml",,John Frieda,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5037156256307,5.15,4
"john-frieda,-luxurious-volume,-hair-conditioner,-for-nourishing,-250-ml","John Frieda, Luxurious Volume, Hair Conditioner, For Nourishing, 250 ml",,John Frieda,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5017634119713,4.49,219
"john-frieda,-detox-&-repair,-avocado-oil,-hair-conditioner,-for-repairing,-250-ml","John Frieda, Detox & Repair, Avocado Oil, Hair Conditioner, For Repairing, 250 ml",,John Frieda,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5037156257281,3.97,65
"john-frieda,-full-repair-,-hair-conditioner,-for-repairing,-250-ml","John Frieda, Full Repair , Hair Conditioner, For Repairing, 250 ml",,John Frieda,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5037156255072,3.97,411
"john-frieda,-go-blonder,-hair-shampoo,-lightening,-250-ml","John Frieda, Go Blonder, Hair Shampoo, Lightening, 250 ml",,John Frieda,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,5037156227352,4.52,2
"john-frieda,-detox-&-repair,-avocado-oil,-hair-spray,-heat-protection,-100-ml","John Frieda, Detox & Repair, Avocado Oil, Hair Spray, Heat Protection, 100 ml",,John Frieda,Hair,"For Women, Hair Styling, Hair Spray",TRUE,Title,Default Title,5037156257298,10.48,120
"john-frieda,-luxurious-volume,-hair-spray,-for-volume,-250-ml","John Frieda, Luxurious Volume, Hair Spray, For Volume, 250 ml",,John Frieda,Hair,"For Women, Hair Styling, Hair Spray",TRUE,Title,Default Title,5037156229134,5.36,92
"john-frieda,-full-repair-,-hair-conditioner,-anti-breakage,-250-ml","John Frieda, Full Repair , Hair Conditioner, Anti-Breakage, 250 ml",,John Frieda,Hair,"Unisex, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5037156159677,3.97,434
"john-frieda,-violet-crush,-hair-conditioner,-hydrates-&-nourishes,-250-ml","John Frieda, Violet Crush, Hair Conditioner, Hydrates & Nourishes, 250 ml",,John Frieda,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5037156227383,5.36,64
"john-frieda,-frizz-ease,-hair-conditioner,-for-conditioning,-250-ml","John Frieda, Frizz Ease, Hair Conditioner, For Conditioning, 250 ml",,John Frieda,Hair,"Unisex, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5017634012564,4.14,495
"john-frieda,-frizz-ease,-hair-conditioner,-for-conditioning,-250-ml","John Frieda, Frizz Ease, Hair Conditioner, For Conditioning, 250 ml",,John Frieda,Hair,"Unisex, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5017634124878,4.14,5
"john-frieda,-frizz-ease,-hair-conditioner,-for-moisturizing,-250-ml","John Frieda, Frizz Ease, Hair Conditioner, For Moisturizing, 250 ml",,John Frieda,Hair,"Unisex, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5017634005979,2.73,329
"john-frieda,-frizz-ease,-hair-conditioner,-anti-frizz,-250-ml","John Frieda, Frizz Ease, Hair Conditioner, Anti-Frizz, 250 ml",,John Frieda,Hair,"Unisex, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5017634124892,2.80,2
"john-frieda,-frizz-ease,-hair-shampoo,-smooth-&-strengthens,-250-ml","John Frieda, Frizz Ease, Hair Shampoo, Smooth & Strengthens, 250 ml",,John Frieda,Hair,"Unisex, Hair Care, Hair Shampoo",TRUE,Title,Default Title,5017634012557,4.14,1268
"john-frieda,-frizz-ease,-hair-conditioner,-condition-and-restructure,-250-ml","John Frieda, Frizz Ease, Hair Conditioner, Condition And Restructure, 250 ml",,John Frieda,Hair,"Unisex, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5037156210347,3.63,1
"john-frieda,-frizz-ease,-aloe-vera,-hair-shampoo,-for-smoothening,-250-ml","John Frieda, Frizz Ease, Aloe Vera, Hair Shampoo, For Smoothening, 250 ml",,John Frieda,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,5037156258363,3.53,606
"john-frieda,-detox-&-repair,-avocado-oil,-hair-dry-shampoo,-for-repairing,-250-ml","John Frieda, Detox & Repair, Avocado Oil, Hair Dry Shampoo, For Repairing, 250 ml",,John Frieda,Hair,"For Women, Hair Care, Hair Dry Shampoo",TRUE,Title,Default Title,5037156257274,7.11,194
"reuzel,-clean-&-fresh,-beard-shampoo,-for-cleansing,-200-ml","Reuzel, Clean & Fresh, Beard Shampoo, For Cleansing, 200 ml",,Reuzel,Hair,"For Men, Beard Grooming, Beard Shampoo",TRUE,Title,Default Title,850013332816,8.05,1
"reuzel,-reuzel,-pump-dispenser,-black,-1000-ml","Reuzel, Reuzel, Pump Dispenser, Black, 1000 ml",,Reuzel,Hair,"Unisex, Salon Supplies, Pump Dispenser",TRUE,Title,Default Title,852578006768,1.74,59
"reuzel,-reuzel,-oil-free,-hair-leave-in-tonic-treatment,-for-thermal-protection,-350-ml","Reuzel, Reuzel, Oil Free, Hair Leave-In Tonic Treatment, For Thermal Protection, 350 ml",,Reuzel,Hair,"For Men, Hair Care, Hair Leave-In Tonic Treatment",TRUE,Title,Default Title,852578006041,9.21,11
"reuzel,-grooming,-hair-leave-in-tonic-treatment,-for-thermal-protection,-350-ml","Reuzel, Grooming, Hair Leave-In Tonic Treatment, For Thermal Protection, 350 ml",,Reuzel,Hair,"For Men, Hair Care, Hair Leave-In Tonic Treatment",TRUE,Title,Default Title,852578006058,9.25,11
"reuzel,-refresh-no-rinse,-beard-shampoo,-moisture-and-shine,-200-ml","Reuzel, Refresh No Rinse, Beard Shampoo, Moisture And Shine, 200 ml",,Reuzel,Hair,"For Men, Beard Grooming, Beard Shampoo",TRUE,Title,Default Title,850013332809,9.05,12
"reuzel,-refresh-no-rinse,-beard-shampoo,-moisture-and-shine,-100-ml","Reuzel, Refresh No Rinse, Beard Shampoo, Moisture And Shine, 100 ml",,Reuzel,Hair,"For Men, Beard Grooming, Beard Shampoo",TRUE,Title,Default Title,850013332946,6.30,10
"reuzel,-reuzel,-oil-free,-hair-leave-in-tonic-treatment,-for-thermal-protection,-500-ml","Reuzel, Reuzel, Oil Free, Hair Leave-In Tonic Treatment, For Thermal Protection, 500 ml",,Reuzel,Hair,"For Men, Hair Care, Hair Leave-In Tonic Treatment",TRUE,Title,Default Title,852968008907,10.58,10
"reuzel,-concrete-hold,-hair-styling-pomade,-for-definition-&-texture,-strong-hold,-113-g","Reuzel, Concrete Hold, Hair Styling Pomade, For Definition & Texture, Strong Hold, 113 g",,Reuzel,Hair,"For Men, Hair Styling, Hair Styling Pomade",TRUE,Title,Default Title,850020289899,9.85,6
"reuzel,-wood-&-spice,-shea-butter-&-argan-oil,-beard-balm,-moisturizing,-35-g","Reuzel, Wood & Spice, Shea Butter & Argan Oil, Beard Balm, Moisturizing, 35 g",,Reuzel,Hair,"For Men, Beard Grooming, Beard Balm",TRUE,Title,Default Title,852968008631,6.92,5
"reuzel,-blue,-hair-styling-pomade,-high-shine,-strong-hold,-35-g","Reuzel, Blue, Hair Styling Pomade, High Shine, Strong Hold, 35 g",,Reuzel,Hair,"For Men, Hair Styling, Hair Styling Pomade",TRUE,Title,Default Title,869519000099,4.61,9
"reuzel,-green,-tea-tree-oil,-hair-styling-pomade,-for-shine,-medium-hold,-113-g","Reuzel, Green, Tea Tree Oil, Hair Styling Pomade, For Shine, Medium Hold, 113 g",,Reuzel,Hair,"For Men, Hair Styling, Hair Styling Pomade",TRUE,Title,Default Title,879546019513,9.17,11
"reuzel,-pink,-hair-styling-pomade,-for-shine,-strong-hold,-113-g","Reuzel, Pink, Hair Styling Pomade, For Shine, Strong Hold, 113 g",,Reuzel,Hair,"For Men, Hair Styling, Hair Styling Pomade",TRUE,Title,Default Title,869519000020,9.21,9
"reuzel,-pink,-hair-styling-pomade,-for-shine,-strong-hold,-35-g","Reuzel, Pink, Hair Styling Pomade, For Shine, Strong Hold, 35 g",,Reuzel,Hair,"For Men, Hair Styling, Hair Styling Pomade",TRUE,Title,Default Title,869519000013,4.61,4
"reuzel,-daily,-hair-shampoo,-for-cleansing,-350-ml","Reuzel, Daily, Hair Shampoo, For Cleansing, 350 ml",,Reuzel,Hair,"For Men, Hair Care, Hair Shampoo",TRUE,Title,Default Title,852578006072,8.54,11
"reuzel,-daily,-hair-shampoo,-for-cleansing,-100-ml","Reuzel, Daily, Hair Shampoo, For Cleansing, 100 ml",,Reuzel,Hair,"For Men, Hair Care, Hair Shampoo",TRUE,Title,Default Title,852578006065,3.49,10
"reuzel,-daily,-hair-conditioner,-for-conditioning,-1000-ml","Reuzel, Daily, Hair Conditioner, For Conditioning, 1000 ml",,Reuzel,Hair,"For Men, Hair Care, Hair Conditioner",TRUE,Title,Default Title,852578006140,10.89,1
"reuzel,-daily,-hair-conditioner,-for-conditioning,-350-ml","Reuzel, Daily, Hair Conditioner, For Conditioning, 350 ml",,Reuzel,Hair,"For Men, Hair Care, Hair Conditioner",TRUE,Title,Default Title,852578006133,8.58,11
"reuzel,-daily,-hair-conditioner,-for-conditioning,-100-ml","Reuzel, Daily, Hair Conditioner, For Conditioning, 100 ml",,Reuzel,Hair,"For Men, Hair Care, Hair Conditioner",TRUE,Title,Default Title,852578006126,3.50,11
"reuzel,-reuzel,-tea-tree-oil,-hair-shampoo,-conditioner-&-shower-gel-3-in-1,-moisturizing,-350-ml","Reuzel, Reuzel, Tea Tree Oil, Hair Shampoo, Conditioner & Shower Gel 3-In-1, Moisturizing, 350 ml",,Reuzel,Hair,"For Men, Hair Care, Hair Shampoo, Conditioner & Shower Gel 3-In-1",TRUE,Title,Default Title,852968008976,8.54,11
"reuzel,-reuzel,-tea-tree-oil,-hair-shampoo,-conditioner-&-shower-gel-3-in-1,-moisturizing,-100-ml","Reuzel, Reuzel, Tea Tree Oil, Hair Shampoo, Conditioner & Shower Gel 3-In-1, Moisturizing, 100 ml",,Reuzel,Hair,"For Men, Hair Care, Hair Shampoo, Conditioner & Shower Gel 3-In-1",TRUE,Title,Default Title,860000681612,3.49,7
"reuzel,-clay,-argile,-hair-spray,-for-definition-&-texture,-light-hold,-355-ml","Reuzel, Clay, Argile, Hair Spray, For Definition & Texture, Light Hold, 355 ml",,Reuzel,Hair,"For Men, Hair Styling, Hair Spray",TRUE,Title,Default Title,850004313893,10.19,11
"reuzel,-clay,-argile,-hair-spray,-for-definition-&-texture,-light-hold,-100-ml","Reuzel, Clay, Argile, Hair Spray, For Definition & Texture, Light Hold, 100 ml",,Reuzel,Hair,"For Men, Hair Styling, Hair Spray",TRUE,Title,Default Title,850013332670,4.67,12
"reuzel,-scrub,-hair-shampoo,-for-exfoliation,-1000-ml","Reuzel, Scrub, Hair Shampoo, For Exfoliation, 1000 ml",,Reuzel,Hair,"For Men, Hair Care, Hair Shampoo",TRUE,Title,Default Title,852578006119,12.70,3
"reuzel,-scrub,-hair-shampoo,-for-exfoliation,-100-ml","Reuzel, Scrub, Hair Shampoo, For Exfoliation, 100 ml",,Reuzel,Hair,"For Men, Hair Care, Hair Shampoo",TRUE,Title,Default Title,852578006096,3.69,11
"reuzel,-fiber,-hair-styling-pomade,-for-definition-&-texture,-firm-hold,-35-g","Reuzel, Fiber, Hair Styling Pomade, For Definition & Texture, Firm Hold, 35 g",,Reuzel,Hair,"For Men, Hair Styling, Hair Styling Pomade",TRUE,Title,Default Title,852578006805,4.87,2
"reuzel,-fiber,-hair-styling-cream,-medium-hold,-100-ml","Reuzel, Fiber, Hair Styling Cream, Medium Hold, 100 ml",,Reuzel,Hair,"For Men, Hair Styling, Hair Styling Cream",TRUE,Title,Default Title,850004313886,7.67,12
"kardashian-beauty,-rejuvenating,-black-seed-oil,-hair-conditioner,-restores,-739-ml","Kardashian Beauty, Rejuvenating, Black Seed Oil, Hair Conditioner, Restores, 739 ml",,Kardashian Beauty,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,813843034305,10.49,1
"bjork,-laga,-hair-treatment-cream-mask,-repair,-750-ml","Bjork, Laga, Hair Treatment Cream Mask, Repair, 750 ml",,Bjork,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,7350087631219,21.22,12
"bjork,-hojd,-hair-conditioner,-for-volume,-250-ml","Bjork, Hojd, Hair Conditioner, For Volume, 250 ml",,Bjork,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,7350087630236,9.72,12
"bjork,-hojd,-hair-conditioner,-for-volume,-750-ml","Bjork, Hojd, Hair Conditioner, For Volume, 750 ml",,Bjork,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,7350087630328,21.17,12
"bjork,-laga,-hair-treatment-cream-mask,-repair,-200-ml","Bjork, Laga, Hair Treatment Cream Mask, Repair, 200 ml",,Bjork,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,7350087631011,9.72,12
"bjork,-rena,-hair-shampoo,-purifying,-300-ml","Bjork, Rena, Hair Shampoo, Purifying, 300 ml",,Bjork,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,7350087630106,9.75,11
"bjork,-ag-silver,-hair-shampoo,-for-neutralisation-of-yellow-tones,-750-ml","Bjork, Ag Silver, Hair Shampoo, For Neutralisation Of Yellow Tones, 750 ml",,Bjork,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,7350087630359,21.17,10
"bjork,-ag-silver,-hair-conditioner,-for-neutralisation-of-yellow-tones,-750-ml","Bjork, Ag Silver, Hair Conditioner, For Neutralisation Of Yellow Tones, 750 ml",,Bjork,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,7350087630366,21.17,12
"bjork,-rena,-hair-shampoo,-purifying,-750-ml","Bjork, Rena, Hair Shampoo, Purifying, 750 ml",,Bjork,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,7350087630120,16.47,2
"bjork,-vaxa-kids,-shower-gel-&-shampoo-2-in-1,-300-ml","Bjork, Vaxa Kids, Shower Gel & Shampoo 2-In-1, 300 ml",,Bjork,Hair,"Unisex, Hair Care, Shower Gel & Shampoo 2-In-1",TRUE,Title,Default Title,7350087631080,9.72,22
"bjork,-vaxa-kids,-hair-leave-in-balm-spray,-detangle,-150-ml","Bjork, Vaxa Kids, Hair Leave-In Balm Spray, Detangle, 150 ml",,Bjork,Hair,"Unisex, Hair Care, Hair Leave-In Balm Spray",TRUE,Title,Default Title,7350087631103,7.48,18
"bjork,-rena,-scalp-cream-treatment,-for-calming,-200-ml","Bjork, Rena, Scalp Cream Treatment, For Calming, 200 ml",,Bjork,Hair,"For Women, Hair Care, Scalp Cream Treatment",TRUE,Title,Default Title,7350087631325,10.70,12
"bjork,-fukt,-hair-treatment-cream-mask,-intense-moisturizing,-200-ml","Bjork, Fukt, Hair Treatment Cream Mask, Intense Moisturizing, 200 ml",,Bjork,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,7350087630113,9.72,11
"byblos,-leather,-shower-gel-&-shampoo-2-in-1,-400-ml","Byblos, Leather, Shower Gel & Shampoo 2-In-1, 400 ml",,Byblos,Hair,"For Women, Hair Care, Shower Gel & Shampoo 2-In-1",TRUE,Title,Default Title,8007033788204,3.15,12
"crabtree-&-evelyn,-indian-sandalwood,-shower-gel-&-shampoo-2-in-1,-50-ml","Crabtree & Evelyn, Indian Sandalwood, Shower Gel & Shampoo 2-In-1, 50 ml",,Crabtree & Evelyn,Hair,"For Women, Hair Care, Shower Gel & Shampoo 2-In-1",TRUE,Title,Default Title,044936283106,3.92,460
